BT11,BT12,Lat,Long,cloud,Jd,In Situ,SVR,ANN,RF,Delta SVR,Delta ANN,Delta RF
19.085108,17.526392,6.849895,73.257507,1,32,27.799999,27.922,28.326,27.956,-0.122001,-0.526001,-0.156001
22.960474,21.961267,24.455658,65.071983,1,191,30.6,30.617,30.192,30.624,-0.017,0.408,-0.024
-36.955605,-37.908928,8.987907,75.190369,1,192,28,28.504,28.693,28.097,-0.504,-0.693,-0.097
25.046045,24.211695,12.496439,72.005905,0,33,28.1,28.469,28.518,27.794,-0.369,-0.418,0.306
-49.33567,-50.850456,10.468187,71.521584,1,202,28.4,28.317,28.558,28.449,0.083,-0.158,-0.049
0.418817,-1.467627,19.801065,68.094559,1,87,27.6,27.554,27.596,27.778,0.046,0.004,-0.178
1.336084,-0.273535,13.300786,71.646263,1,182,29,28.9,28.828,28.998,0.1,0.172,0.002
-39.086143,-39.799385,5.679772,66.473343,1,159,30.1,29.699,29.872,30.116,0.401,0.228,-0.016
19.252802,17.648249,9.880787,64.381508,0,76,28.4,28.516,28.63,28.255,-0.116,-0.23,0.145
25.566126,24.428644,18.424131,66.616585,1,108,29.9,29.538,29.364,29.902,0.362,0.536,-0.002
-19.591619,-23.182653,11.085235,69.730881,1,168,29.299999,29.268,29.628,29.444,0.031999,-0.328001,-0.144001
20.823267,19.146723,10.865625,64.277428,1,281,28.4,28.481,28.695,28.591,-0.081,-0.295,-0.191
19.144251,17.855951,4.221606,74.981636,1,41,28.1,28.065,28.542,28.192,0.035,-0.442,-0.092
-61.909721,-62.317039,19.318058,69.424545,1,210,28.200001,28.036,28.513,28.246,0.164001,-0.312999,-0.045999
24.161371,23.63534,16.795771,68.430939,1,125,29.700001,30.309,30.525,30.254,-0.608999,-0.824999,-0.553999
24.274714,23.211115,9.651312,63.792633,1,93,29.4,29.498,29.175,29.192,-0.098,0.225,0.208
22.044458,21.038446,16.345181,62.415768,1,329,27,27.016,26.916,27.037,-0.016,0.084,-0.037
22.44253,21.271143,5.804997,63.621189,1,24,27.700001,27.862,28.159,27.726,-0.161999,-0.458999,-0.025999
19.529963,17.424616,17.305517,70.905762,0,167,30.200001,30.264,30.305,30.144,-0.063999,-0.104999,0.056001
-5.349005,-8.903906,11.229577,72.850357,1,149,30.4,30.167,30.251,30.348,0.233,0.149,0.052
-52.511406,-53.682655,7.033568,66.595711,1,338,29,28.916,28.796,28.982,0.084,0.204,0.018
16.966272,15.195734,10.301152,68.291199,1,212,28.299999,28.496,28.384,28.22,-0.196001,-0.084001,0.079999
20.03158,19.045984,22.406179,63.850464,1,191,28.9,29.149,29.485,28.839,-0.249,-0.585,0.061
21.223444,19.662043,5.90843,70.520874,1,177,31.5,29.714,29.583,30.981,1.786,1.917,0.519
0.958246,-2.59931,3.065938,63.030102,1,181,29.200001,29.446,29.447,29.176,-0.245999,-0.246999,0.024001
14.16424,13.429865,10.75591,62.492477,1,182,27.9,27.823,27.766,27.939,0.077,0.134,-0.039
13.198542,10.813379,7.426457,70.164719,1,217,28.9,28.923,29.173,28.847,-0.023,-0.273,0.053
-27.09281,-30.165747,21.207954,64.157654,1,93,26.700001,26.783,27.201,26.747,-0.082999,-0.500999,-0.046999
22.979547,21.113306,11.131013,66.314011,1,138,31.299999,30.361,30.499,31.074,0.938999,0.800999,0.225999
-70.895882,-71.264198,11.847213,72.978836,1,156,29.9,29.901,29.451,29.951,-0.001,0.449,-0.051
19.050592,17.587305,9.727449,71.665962,1,65,29.4,29.051,29.128,29.528,0.349,0.272,-0.128
-39.685829,-40.652046,8.277401,71.535339,1,166,29.1,29.212,29.395,29.072,-0.112,-0.295,0.028
25.760859,25.175653,5.860841,72.835693,0,43,28.299999,28.399,28.654,28.43,-0.099001,-0.354001,-0.130001
23.593531,22.171564,8.676197,62.995068,1,261,28.799999,28.58,28.411,28.779,0.219999,0.388999,0.020999
26.210016,25.686335,15.370684,70.120544,1,92,29,29.71,29.582,29.291,-0.71,-0.582,-0.291
19.533899,17.023706,10.471329,72.322319,0,312,29.1,29.316,29.487,29.09,-0.216,-0.387,0.01
22.090906,20.262232,4.295078,71.119644,0,205,29.9,30.011,29.604,30.168,-0.111,0.296,-0.268
2.80108,0.720667,14.649246,63.330719,1,262,27.299999,27.186,27.028,27.239,0.113999,0.271999,0.060999
26.127314,25.256647,15.823479,69.697426,1,105,31.5,30.155,30.08,30.994,1.345,1.42,0.506
22.811029,21.565577,10.132356,65.645828,1,14,28.299999,28.133,27.721,28.166,0.166999,0.578999,0.133999
-27.342459,-30.399893,22.23123,64.559715,1,93,26.700001,26.669,27.101,26.719,0.031001,-0.400999,-0.018999
16.215448,14.106958,10.673119,70.896049,1,134,30.299999,30.423,30.695,30.304,-0.123001,-0.395001,-0.004001
8.271387,6.653711,21.410336,61.749924,1,363,25.200001,25.484,26.048,25.182,-0.283999,-0.847999,0.018001
2.301172,-3.406622,12.928044,73.779709,1,189,28.9,29.028,28.754,28.967,-0.128,0.146,-0.067
-69.306236,-69.884026,7.859832,74.704285,1,174,29.200001,29.247,29.038,29.246,-0.046999,0.162001,-0.045999
22.35467,21.064234,8.325446,72.755722,0,42,28.200001,28.388,28.493,28.28,-0.187999,-0.292999,-0.079999
18.319391,17.500422,23.222858,60.972485,1,49,22.6,22.916,23.337,22.85,-0.316,-0.737,-0.25
14.026056,10.947504,4.216757,62.41016,1,153,30.4,30.346,30.036,30.416,0.054,0.364,-0.016
-20.193716,-23.522207,18.477867,71.608894,1,223,27.9,27.712,28.281,27.808,0.188,-0.381,0.092
20.547541,19.466547,8.321179,72.73983,1,83,29.200001,29.557,30.079,29.36,-0.356999,-0.878999,-0.159999
6.309839,3.342523,7.809138,74.34906,1,230,28.6,28.358,28.695,28.573,0.242,-0.095,0.027
19.222803,17.068872,3.612489,67.10083,0,306,29.799999,29.915,30.007,30.117,-0.115001,-0.207001,-0.317001
20.785761,19.121241,8.832741,75.593246,1,307,28.5,28.325,28.713,28.492,0.175,-0.213,0.008
-55.188942,-55.15731,14.676809,68.813538,1,155,31.5,29.905,29.787,31.343,1.595,1.713,0.157
24.861536,23.698786,6.811009,70.473488,0,59,29.4,29.306,29.122,29.331,0.094,0.278,0.069
23.219812,21.850611,8.128913,65.554283,0,194,28.700001,28.824,29.037,28.761,-0.123999,-0.336999,-0.060999
25.799921,24.921289,15.001098,62.206627,1,140,30.1,30.274,30.421,30.159,-0.174,-0.321,-0.059
20.873011,19.532282,16.582754,66.928749,0,34,27.299999,26.496,26.673,26.429,0.803999,0.626999,0.870999
22.821009,21.917841,15.939443,62.208164,1,327,26.799999,27.137,27.032,26.939,-0.337001,-0.232001,-0.139001
16.936548,14.336878,8.069951,76.001251,0,242,28.6,28.618,28.394,28.805,-0.018,0.206,-0.205
4.645257,4.363336,14.247959,73.149506,1,188,28.5,28.621,28.589,28.48,-0.121,-0.089,0.02
-23.553244,-27.385229,8.322261,72.767006,1,131,30.200001,30.108,30.532,30.268,0.092001,-0.331999,-0.067999
14.805384,12.759729,5.709192,69.057877,1,250,29.4,29.61,29.631,29.555,-0.21,-0.231,-0.155
20.954554,19.302118,11.700388,70.230423,1,15,28.200001,28.031,28.228,28.143,0.169001,-0.027999,0.057001
21.096308,19.657495,12.043095,73.074867,0,275,29.6,29.439,29.325,29.774,0.161,0.275,-0.174
9.076532,6.825128,8.260732,73.159843,1,219,28.299999,28.417,28.833,28.677,-0.117001,-0.533001,-0.377001
4.291498,2.485528,15.151146,63.312565,1,153,30.4,30.2,30.39,30.317,0.2,0.01,0.083
20.120722,18.173914,5.486188,73.537407,0,31,27.799999,27.931,28.241,27.823,-0.131001,-0.441001,-0.023001
2.266382,-0.3328,4.432981,62.06123,1,194,29.1,28.945,28.977,28.973,0.155,0.123,0.127
21.111353,19.658075,21.17881,68.037941,1,178,29,29.168,29.976,28.981,-0.168,-0.976,0.019
21.558954,19.436487,10.233693,68.221016,0,141,30.6,30.566,30.688,30.674,0.034,-0.088,-0.074
17.508753,15.334192,7.489154,71.539124,1,238,28.700001,28.775,29.257,28.731,-0.074999,-0.556999,-0.030999
23.948175,23.153101,12.487148,72.053932,1,364,28.1,28.287,28.367,28.562,-0.187,-0.267,-0.462
19.103693,17.648157,11.495965,74.017258,1,199,28.4,28.283,28.442,28.345,0.117,-0.042,0.055
-38.421654,-42.57531,12.639581,73.148384,1,287,30.1,29.216,29.529,29.976,0.884,0.571,0.124
-72.991951,-74.098289,9.352604,70.860153,1,151,29.4,29.409,29.514,29.387,-0.009,-0.114,0.013
22.542841,21.11828,8.602895,72.993042,1,217,28.200001,28.304,28.902,28.263,-0.103999,-0.701999,-0.062999
14.1849,13.169062,13.960039,71.39624,1,204,28.1,28.067,28.172,28.139,0.033,-0.072,-0.039
21.885157,20.659082,16.486551,64.922676,1,46,26.6,26.746,27.098,26.926,-0.146,-0.498,-0.326
-53.170692,-53.901543,7.768088,72.233566,1,174,29.1,29.045,29.167,29.101,0.055,-0.067,-0.001
19.464808,18.454615,12.841881,58.495365,1,20,26.299999,26.137,26.126,26.12,0.162999,0.173999,0.179999
-48.269371,-49.723747,15.122003,69.385368,1,165,29.799999,29.761,29.635,29.733,0.038999,0.164999,0.066999
-48.359123,-48.33268,11.740938,66.559799,1,142,30.6,30.286,30.21,30.53,0.314,0.39,0.07
24.065912,22.543756,7.17601,66.090874,0,111,32.200001,30.975,30.862,31.949,1.225001,1.338001,0.251001
21.772791,20.519251,4.27973,65.478821,1,323,29.6,29.009,29.417,29.203,0.591,0.183,0.397
19.159082,17.511164,7.403055,53.163818,1,31,26.200001,26.079,26.026,26.153,0.121001,0.174001,0.047001
5.206903,2.828393,4.318404,66.001503,1,197,28.9,29.172,29.39,29.028,-0.272,-0.49,-0.128
16.154322,13.747614,8.699849,74.530876,1,172,29.5,29.122,29.266,29.447,0.378,0.234,0.053
16.596704,14.618586,6.594406,73.301659,1,4,28.299999,27.992,27.988,28.198,0.307999,0.311999,0.101999
24.742548,24.167536,15.112545,65.945549,1,50,27.200001,27.325,27.522,27.366,-0.124999,-0.321999,-0.165999
-15.624182,-18.314672,8.657166,66.047554,1,356,28.6,28.314,28.39,28.538,0.286,0.21,0.062
15.591364,14.514521,14.363166,69.713623,1,197,28,28.035,28.211,28.104,-0.035,-0.211,-0.104
14.587641,11.627192,11.269011,68.40448,1,198,28.1,28.632,28.436,28.145,-0.532,-0.336,-0.045
19.288019,17.415339,18.113749,72.973961,1,194,28.700001,29.142,29.008,28.935,-0.441999,-0.307999,-0.234999
24.832453,23.988672,12.495898,72.010452,1,49,28.200001,29.107,28.905,28.316,-0.906999,-0.704999,-0.115999
-0.857336,-2.099768,7.189947,65.655556,1,186,30.299999,28.982,28.774,29.953,1.317999,1.525999,0.346999
-34.306313,-35.842278,9.459526,73.992981,1,275,28.5,28.058,28.962,28.34,0.442,-0.462,0.16
-58.900185,-59.067345,7.820675,69.875702,1,98,30.6,30.444,30.456,30.513,0.156,0.144,0.087
6.146753,3.479608,14.652415,68.888687,1,156,31,29.808,30.233,30.901,1.192,0.767,0.099
-7.108496,-10.4596,14.453644,64.653053,1,180,29.4,29.061,29.062,29.325,0.339,0.338,0.075
22.576807,21.349909,9.371097,65.235725,1,36,27.5,27.776,27.853,27.658,-0.276,-0.353,-0.158
24.15246,23.022333,15.173354,63.559414,1,167,29.6,29.776,29.84,29.697,-0.176,-0.24,-0.097
16.063593,13.37829,16.038292,69.031738,1,145,30.4,30.552,30.618,30.717,-0.152,-0.218,-0.317
13.92074,12.495356,12.302654,67.241837,1,187,28.6,28.494,28.453,28.504,0.106,0.147,0.096
21.583002,20.386072,6.313701,75.54718,1,34,27.799999,27.944,28.464,27.703,-0.144001,-0.664001,0.096999
22.303827,20.970972,5.82345,64.962929,1,36,27.799999,28.038,28.345,27.836,-0.238001,-0.545001,-0.036001
11.646418,10.083857,4.712376,53.892307,1,19,26.4,26.411,26.333,26.355,-0.011,0.067,0.045
21.447779,19.969995,20.365574,61.725807,0,336,26.200001,26.704,26.921,26.338,-0.503999,-0.720999,-0.137999
20.955652,20.11828,22.780319,64.206329,1,196,28.799999,29.34,29.756,29,-0.540001,-0.956001,-0.200001
20.867029,18.530176,1.617946,72.634445,0,54,28.9,29.37,29.127,28.981,-0.47,-0.227,-0.081
-36.500603,-38.656166,6.264318,64.224884,1,139,30.4,30.529,30.237,30.402,-0.129,0.163,-0.002
23.71496,23.71496,8.866995,67.306702,0,278,32,29.599,29.785,30.256,2.401,2.215,1.744
19.060419,16.749109,6.305488,73.788307,0,318,28.799999,28.786,29.066,28.892,0.013999,-0.266001,-0.092001
23.224848,21.595301,8.321943,72.754951,0,77,29.4,29.665,29.996,29.129,-0.265,-0.596,0.271
-19.291342,-20.468054,11.207238,71.386612,1,197,28.700001,28.315,28.477,28.691,0.385001,0.223001,0.009001
12.242884,9.735102,18.672787,70.775513,1,194,28.5,28.733,28.941,28.55,-0.233,-0.441,-0.05
-24.843954,-27.932684,10.280779,66.230827,1,196,28.200001,28.359,28.391,28.223,-0.158999,-0.190999,-0.022999
19.539087,18.244074,12.689169,58.111473,1,23,26,26.039,26.089,26.157,-0.039,-0.089,-0.157
24.464045,23.432917,10.46318,72.306992,1,59,29,29.371,29.126,28.857,-0.371,-0.126,0.143
20.523218,19.702417,24.460514,53.005013,0,357,23.1,23.844,24.251,23.382,-0.744,-1.151,-0.282
25.417383,24.486933,6.455932,65.363823,1,364,28.799999,28.545,28.774,28.829,0.254999,0.025999,-0.029001
21.39776,19.121149,3.331347,65.569893,0,130,30.4,30.95,30.785,30.555,-0.55,-0.385,-0.155
20.352137,19.35174,14.216327,68.629852,1,23,27.299999,27.316,27.589,27.267,-0.016001,-0.289001,0.032999
5.258142,2.622858,14.29753,67.605064,1,190,27.799999,28.338,28.323,27.898,-0.538001,-0.523001,-0.098001
-37.897484,-38.503258,15.795696,72.604324,1,247,28.299999,28.192,28.096,28.276,0.107999,0.203999,0.023999
13.663782,11.65893,5.687915,63.743752,1,194,28.9,28.897,28.961,29.025,0.003,-0.061,-0.125
-35.287773,-37.387108,1.964345,73.201118,1,53,29.1,29.005,28.752,28.998,0.095,0.348,0.102
22.605463,21.321131,6.908534,73.244522,1,33,27.9,28.11,28.379,28.105,-0.21,-0.479,-0.205
24.974817,23.481287,8.180181,68.549156,0,98,31.1,30.782,30.662,31.033,0.318,0.438,0.067
23.989435,22.774195,12.461611,65.380615,1,122,29.9,30.233,30.471,29.934,-0.333,-0.571,-0.034
19.30282,17.780909,9.276533,67.206635,1,215,28.799999,28.598,28.418,28.731,0.201999,0.381999,0.068999
25.243586,24.687769,18.051748,68.058975,1,89,28.5,28.477,28.487,28.426,0.023,0.013,0.074
22.723932,20.881067,12.518092,68.916985,1,131,31.9,30.582,30.769,31.207,1.318,1.131,0.693
24.425928,23.239588,12.366927,66.322983,1,102,29.200001,29.454,29.717,29.354,-0.253999,-0.516999,-0.153999
22.346338,20.668268,7.648606,67.320885,1,107,30,30.479,30.629,30.081,-0.479,-0.629,-0.081
21.21438,19.241816,15.249833,69.761017,0,166,30.299999,30.321,30.182,30.065,-0.021001,0.117999,0.234999
22.10531,21.168207,20.891615,62.330853,0,355,25.299999,26.368,26.184,25.393,-1.068001,-0.884001,-0.093001
27.646936,26.805475,18.626749,67.222672,1,124,30.9,30.273,30.247,30.861,0.627,0.653,0.039
25.604029,25.05224,17.843431,67.696815,1,100,28.799999,29.153,29.08,28.699,-0.353001,-0.280001,0.100999
26.143854,25.266443,15.840139,69.715683,1,105,29.700001,30.16,30.081,31.035,-0.459999,-0.380999,-1.334999
-5.267981,-7.719183,6.143631,70.167076,1,185,29.299999,29.185,29.392,29.218,0.114999,-0.092001,0.081999
18.094599,15.890009,13.476937,72.358284,1,179,29.799999,29.168,29.089,29.616,0.631999,0.710999,0.183999
10.062128,7.073663,7.924732,67.281128,1,345,28.700001,28.805,29.047,28.808,-0.104999,-0.346999,-0.107999
11.944422,11.516596,7.173743,68.372307,1,365,28.799999,28.657,28.907,28.744,0.142999,-0.107001,0.055999
22.572016,21.413477,8.699833,63.101791,0,65,28.299999,27.996,28.255,28.238,0.303999,0.044999,0.061999
-25.351828,-28.183157,11.262191,64.927002,1,190,28.6,28.519,28.499,28.585,0.081,0.101,0.015
22.605188,21.217279,8.343519,72.757195,0,34,28.1,28.268,28.327,27.986,-0.168,-0.227,0.114
23.739801,23.104273,18.908379,62.289658,0,327,26.700001,26.943,27.194,26.765,-0.242999,-0.493999,-0.064999
19.143885,16.870844,13.345191,72.334045,0,249,29.6,29.216,28.495,29.452,0.384,1.105,0.148
23.986048,22.837854,8.503497,75.521362,0,25,28.700001,28.492,28.374,28.653,0.208001,0.326001,0.047001
21.908808,20.039545,8.341355,71.837708,0,165,30,29.708,29.901,29.971,0.292,0.099,0.029
-29.363302,-29.810431,18.120598,72.98484,1,223,26.700001,27.533,28.245,26.488,-0.832999,-1.544999,0.212001
-15.962774,-17.201452,18.111727,72.980057,1,219,27.1,27.478,28.27,27.145,-0.378,-1.17,-0.045
20.590631,19.151239,9.783408,70.065788,1,229,28.5,28.581,28.74,28.44,-0.081,-0.24,0.06
14.402063,11.96615,3.321483,64.638756,1,292,30,29.788,29.903,29.909,0.212,0.097,0.091
-5.86405,-6.10459,10.323812,73.041237,1,220,28.1,27.896,28.292,28.11,0.204,-0.192,-0.01
20.2922,18.845972,4.292116,65.368324,1,19,28.5,28.245,28.467,28.442,0.255,0.033,0.058
24.411921,23.037104,13.105881,66.913216,1,127,29.799999,30.429,30.664,30.094,-0.629001,-0.864001,-0.294001
26.454279,25.304438,10.015777,71.787575,0,59,31.6,29.314,29.087,30.501,2.286,2.513,1.099
17.44372,15.761255,13.044326,73.64444,1,188,29,28.697,28.65,28.936,0.303,0.35,0.064
23.981134,23.031763,17.091862,66.750778,0,77,28,27.992,27.958,27.969,0.008,0.042,0.031
21.612848,20.292749,13.071857,72.515839,1,300,29.200001,29.692,29.751,29.249,-0.491999,-0.550999,-0.048999
22.275049,20.609583,8.123181,62.420879,1,297,28.9,28.762,29.176,28.852,0.138,-0.276,0.048
20.027765,18.059748,7.335279,72.850319,1,178,29.299999,29.365,29.445,29.301,-0.065001,-0.145001,-0.001001
-52.847816,-53.338585,15.598957,69.184212,1,164,29.299999,29.744,29.592,29.331,-0.444001,-0.292001,-0.031001
21.699701,19.54278,11.499739,66.526413,0,141,30.9,30.697,30.687,30.935,0.203,0.213,-0.035
26.117792,25.754694,19.208475,66.334579,1,116,28.5,29.444,29.636,28.809,-0.944,-1.136,-0.309
25.21557,24.109644,11.95891,67.181511,1,113,29.5,30.02,30.398,29.446,-0.52,-0.898,0.054
16.007105,14.299921,22.411587,60.863991,1,351,27.6,26.012,26.576,27.608,1.588,1.024,-0.008
-43.636604,-44.069939,24.796227,61.408649,1,339,26.5,26.509,27.44,26.525,-0.009,-0.94,-0.025
24.946711,24.220789,12.162691,67.37146,1,54,28.299999,28.058,28.138,28.347,0.241999,0.161999,-0.047001
-14.83042,-17.656744,8.433131,62.503712,1,158,28.700001,29.774,29.776,28.865,-1.073999,-1.075999,-0.164999
25.491938,24.309137,12.387301,63.901989,0,120,30.799999,30.336,30.536,30.549,0.463999,0.263999,0.250999
20.278162,18.960749,12.369901,73.282059,1,271,29.200001,29.078,29.242,29.207,0.122001,-0.041999,-0.006999
-34.970314,-35.227272,11.445231,69.506546,1,151,30.5,29.955,29.979,30.436,0.545,0.521,0.064
15.946131,14.164331,13.08158,73.60376,1,188,28.9,28.694,28.649,28.942,0.206,0.251,-0.042
19.632532,17.455317,6.5792,75.111877,1,279,27.799999,28.58,29.055,27.894,-0.780001,-1.255001,-0.094001
-49.754402,-50.361412,4.990893,73.598625,1,201,28.4,28.719,29.125,28.36,-0.319,-0.725,0.04
24.501612,23.544123,15.413807,66.691643,1,73,27.9,27.983,28.101,28.246,-0.083,-0.201,-0.346
-26.067709,-29.697363,8.093959,71.852867,1,170,29.299999,29.294,29.466,29.247,0.005999,-0.166001,0.052999
-51.792198,-53.229836,7.998214,66.859314,1,201,28.700001,28.662,28.739,28.692,0.038001,-0.038999,0.008001
19.776239,18.089838,20.164703,62.062084,0,338,25.9,26.372,26.752,26.035,-0.472,-0.852,-0.135
19.746943,17.658167,12.015382,68.674828,1,310,29.4,29.147,29.368,29.334,0.253,0.032,0.066
26.038599,24.740595,16.8438,65.871536,0,122,32,30.579,30.513,31.527,1.421,1.487,0.473
19.489496,17.398981,5.440041,73.364883,1,245,32.299999,29.376,29.549,29.78,2.923999,2.750999,2.519999
20.874018,18.83581,9.394564,74.387962,1,41,28.799999,28.593,28.687,29.018,0.206999,0.112999,-0.218001
20.185572,18.68133,10.674244,67.946449,1,189,28.4,28.757,28.567,28.41,-0.357,-0.167,-0.01
25.902674,24.596369,17.184685,69.020256,1,151,31.5,30.542,30.486,31.628,0.958,1.014,-0.128
-29.64147,-31.409262,6.688604,73.591057,1,174,28.799999,29.047,29.384,29.035,-0.247001,-0.584001,-0.235001
21.97201,21.390131,24.882666,53.765522,0,360,24.4,24.558,24.104,24.425,-0.158,0.296,-0.025
21.287317,19.791773,20.366499,61.720268,0,336,26.200001,26.684,26.922,26.254,-0.483999,-0.721999,-0.053999
8.134394,8.084101,12.067539,57.020576,1,32,25.6,25.709,25.895,25.704,-0.109,-0.295,-0.104
-27.65943,-29.156332,12.474783,72.080872,1,161,29.299999,29.772,29.763,29.282,-0.472001,-0.463001,0.017999
-49.863411,-50.122475,12.8737,73.445122,1,185,29.200001,29.03,28.876,29.162,0.170001,0.324001,0.038001
13.549128,13.189539,21.595116,67.708755,1,170,28.9,29.049,30.117,28.97,-0.149,-1.217,-0.07
21.072687,19.69198,11.901334,66.734512,1,194,28.299999,28.304,28.123,28.375,-0.004001,0.176999,-0.075001
23.972101,22.856287,8.974427,65.500206,1,7,28.299999,28.325,27.812,28.11,-0.025001,0.487999,0.189999
19.548944,17.758936,13.288492,70.06694,1,212,28.200001,28.111,28.076,28.179,0.089001,0.124001,0.021001
12.930048,11.416132,7.758748,68.80024,1,45,28.6,28.319,28.426,28.482,0.281,0.174,0.118
24.188929,23.510157,14.206553,68.674248,0,22,27.299999,27.315,27.714,27.302,-0.015001,-0.414001,-0.002001
24.493158,23.491205,12.881091,70.286293,1,320,29,29.13,29.1,28.974,-0.13,-0.1,0.026
-29.623037,-30.375647,13.090479,72.393188,1,251,28.5,28.169,28.126,28.406,0.331,0.374,0.094
-0.560004,-2.310339,7.673865,70.761002,1,174,29.4,29.207,29.408,29.375,0.193,-0.008,0.025
22.619867,21.172693,8.346219,72.766365,1,63,28.4,29.075,29.207,28.641,-0.675,-0.807,-0.241
22.619593,21.785791,17.032707,65.581429,1,84,27.9,28.077,28.074,28.076,-0.177,-0.174,-0.176
-25.583441,-26.344519,4.961451,74.489639,1,237,29,28.755,28.992,29.199,0.245,0.008,-0.199
19.367212,17.292627,19.256308,68.136078,1,206,28.299999,28.269,28.351,28.395,0.030999,-0.051001,-0.095001
-0.355658,-3.544165,11.633503,72.660683,1,153,30.299999,30.059,30.12,30.077,0.240999,0.179999,0.222999
9.037165,6.222009,8.250229,71.005157,1,234,28.9,28.669,29.027,28.878,0.231,-0.127,0.022
13.198175,11.459406,1.138166,50.856667,1,54,26.9,27.108,27.015,26.799,-0.208,-0.115,0.101
23.559168,22.079126,4.265643,65.508324,1,323,29.4,28.908,29.437,29.184,0.492,-0.037,0.216
24.379389,23.245691,10.46262,72.330482,0,336,29.1,29.094,29.048,29.09,0.006,0.052,0.01
21.17547,19.92544,19.140747,64.818275,0,363,26.1,25.898,26.391,26.03,0.202,-0.291,0.07
13.066065,9.954615,7.932184,64.084656,1,128,31,30.667,30.653,31.075,0.333,0.347,-0.075
-65.053993,-64.989586,12.4,72.149658,1,198,28.5,28.375,28.62,28.335,0.125,-0.12,0.165
23.050806,22.030207,17.520052,68.250343,1,139,31,30.422,30.591,30.526,0.578,0.409,0.474
24.586817,23.109095,3.139076,73.508446,1,83,32.099998,30.711,30.539,30.569,1.388998,1.560998,1.530998
23.867975,22.616632,22.464577,67.00486,1,160,30.299999,29.494,30.434,30.172,0.805999,-0.134001,0.127999
-12.624548,-16.435522,16.622059,70.677811,1,192,29.5,28.711,28.728,29.171,0.789,0.772,0.329
6.516717,3.907983,9.518196,75.261101,1,199,28.4,28.364,28.531,28.309,0.036,-0.131,0.091
-16.543402,-20.381826,5.811635,62.626923,1,201,28.700001,28.533,28.711,28.753,0.167001,-0.010999,-0.052999
21.340052,20.43014,17.570358,57.852943,1,306,28.700001,28.35,28.36,28.562,0.350001,0.340001,0.138001
17.718195,14.912714,3.637681,70.780487,1,237,30.700001,29.907,29.657,30.444,0.793001,1.043001,0.256001
10.352137,6.675806,2.935149,73.557877,1,354,30.9,29.904,29.411,30.945,0.996,1.489,-0.045
18.54458,17.754297,17.141424,62.29232,1,343,26.200001,26.309,26.375,26.266,-0.108999,-0.174999,-0.065999
19.815027,17.836115,12.594043,72.109261,1,133,30.4,30.639,30.754,30.381,-0.239,-0.354,0.019
9.612238,7.012475,11.639701,70.291817,1,14,28.1,28.112,28.269,28.005,-0.012,-0.169,0.095
25.221033,23.994928,18.202568,67.421829,0,149,31.6,31.585,30.628,31.549,0.015,0.972,0.051
-21.842291,-22.194067,8.795513,68.949936,1,358,28.299999,28.362,28.622,28.318,-0.062001,-0.322001,-0.018001
22.494532,21.658503,19.84269,65.409103,0,358,26.200001,26.184,26.492,26.13,0.016001,-0.291999,0.070001
-55.744743,-55.860023,4.222737,73.540306,1,112,29.1,29.144,30.306,28.868,-0.044,-1.206,0.232
-46.856926,-47.343681,10.898314,72.823212,1,159,29.6,29.595,29.5,29.595,0.005,0.1,0.005
17.023981,14.583124,16.249277,71.468109,1,240,28,28.076,28.269,28.106,-0.076,-0.269,-0.106
25.164911,23.883753,14.94294,67.346054,1,147,31.799999,30.779,30.539,31.492,1.020999,1.260999,0.307999
19.701838,19.701838,6.993858,65.454376,1,241,29.200001,29.265,29.014,29.153,-0.064999,0.186001,0.047001
-6.751532,-8.935919,8.881834,74.581863,1,171,29.5,29.399,29.225,29.286,0.101,0.275,0.214
22.259546,21.108271,9.318473,65.379517,0,35,27.799999,27.674,27.809,27.768,0.125999,-0.009001,0.031999
23.515223,22.412256,22.33996,60.508549,0,330,28.6,27.835,27.71,28.357,0.765,0.89,0.243
20.625788,18.671289,9.242105,63.399635,1,281,28.5,28.74,28.968,28.596,-0.24,-0.468,-0.096
19.734949,17.754786,11.384768,70.900307,1,159,29.1,29.958,29.939,29.151,-0.858,-0.839,-0.051
7.813959,4.504175,5.327253,76.659286,1,201,28.700001,29.043,29.064,28.885,-0.342999,-0.363999,-0.184999
-11.978765,-13.404394,5.801617,66.482239,1,162,30,29.897,29.74,30.091,0.103,0.26,-0.091
21.631159,20.024103,14.327823,71.358231,1,41,28.5,28.325,28.42,28.347,0.175,0.08,0.153
-53.135506,-54.373955,14.336246,70.402641,1,164,29.1,29.659,29.574,29.105,-0.559,-0.474,-0.005
23.21023,21.889734,17.025536,67.349915,1,110,28.5,29.883,29.829,29.05,-1.383,-1.329,-0.55
25.692774,24.458979,13.343751,67.036911,1,129,30.4,30.587,30.676,31.073,-0.187,-0.276,-0.673
22.888147,21.761347,12.47492,71.990715,1,52,29.5,29.028,28.914,28.682,0.472,0.586,0.818
-46.856926,-47.343681,10.898314,72.823212,1,159,29.6,29.595,29.5,29.595,0.005,0.1,0.005
22.93014,21.766657,9.550993,65.101692,1,93,29.200001,29.411,29.36,29.15,-0.210999,-0.159999,0.050001
24.639093,23.375452,8.172436,67.693146,1,102,30.4,30.464,30.433,30.592,-0.064,-0.033,-0.192
23.839167,22.416742,8.312419,72.777985,0,107,30.1,30.513,30.93,30.019,-0.413,-0.83,0.081
